name,gender,salary,departments,position
조유림,male,13720,finance,manager
승아인,female,3591,marketing,manager
조현,male,13555,advertising,assistant
안민아,male,7575,advertising,assistant
황은솔,male,15680,IT,manager
황은율,male,26058,marketing,intern
윤우준,female,29996,marketing,header
마수현,female,7134,marketing,assistant
형가온,female,11224,marketing,manager
지이서,female,7509,advertising,assistant
연민주,male,20283,marketing,intern
염수민,female,17554,marketing,header
봉영민,female,4329,marketing,assistant
원은율,male,25385,advertising,assistant
원태희,male,6061,advertising,header
인현빈,male,6321,advertising,header
우세현,male,20827,advertising,assistant
위지민,male,24586,marketing,manager
이수민,male,18154,marketing,assistant
모시우,male,20163,marketing,assistant
주라윤,female,11891,marketing,assistant
갈가을,male,10603,advertising,assistant
명시우,female,26357,advertising,assistant
석채민,male,22957,marketing,header
현우준,female,5645,finance,assistant
문윤우,female,14227,marketing,assistant
오하성,male,11427,design,assistant
두주영,female,15905,marketing,manager
동준희,female,29996,advertising,intern
맹현서,male,27787,marketing,assistant
가민준,female,26921,marketing,manager
류가람,male,6304,advertising,intern
상지우,female,9366,marketing,assistant
단해인,female,12744,advertising,header
윤태현,male,21999,finance,manager
연세준,male,25011,marketing,assistant
우승호,female,19981,marketing,assistant
신지안,male,26927,marketing,assistant
여진호,male,16696,marketing,manager
양유빈,male,13281,marketing,intern
이민기,male,9546,marketing,assistant
명현빈,male,6613,advertising,assistant
김채율,female,9125,marketing,assistant
심예인,male,3571,advertising,manager
원재훈,male,23149,finance,assistant
가유현,female,12612,advertising,header
최진호,female,18903,marketing,intern
채주안,male,16508,marketing,assistant
신소담,female,20184,marketing,assistant
고혜인,male,17694,marketing,manager
두도연,male,4675,marketing,manager
간서진,female,7059,marketing,manager
주승호,female,25823,design,intern
용서호,female,9465,marketing,header
권재현,male,14775,marketing,assistant
왕연수,male,13327,design,intern
엄나은,male,13945,marketing,assistant
왕시준,female,20197,marketing,assistant
문서율,male,17828,marketing,header
제정민,male,14725,advertising,assistant
여유안,female,10070,marketing,assistant
어하나,male,4723,advertising,assistant
염태건,male,23068,advertising,assistant
빈준,male,9189,advertising,manager
공수연,male,6243,marketing,manager
심혜진,male,28112,advertising,assistant
음승현,male,24825,marketing,assistant
박유은,male,28039,marketing,assistant
강예원,female,4570,marketing,assistant
견현준,female,14454,advertising,manager
인은성,female,16568,advertising,assistant
좌나율,female,28372,marketing,header
길우진,male,3489,marketing,manager
방연재,male,8880,advertising,assistant
변하율,male,9916,marketing,header
민하온,male,5228,marketing,assistant
방은성,male,9923,marketing,assistant
은설아,male,3958,advertising,assistant
범예성,male,22465,marketing,manager
인태하,male,27680,marketing,assistant
라성윤,male,29129,design,intern
엄재이,female,7183,marketing,assistant
배민지,male,3625,advertising,header
빈우찬,male,8213,marketing,assistant
음태환,male,21516,marketing,intern
허선우,male,29235,marketing,assistant
여민건,female,25403,marketing,assistant
우하늘,female,20014,IT,manager
황세은,female,4463,marketing,manager
오채연,female,5073,marketing,assistant
예채윤,male,20846,finance,manager
차윤지,male,25093,marketing,manager
백현수,female,29678,marketing,assistant
성희찬,male,11714,marketing,assistant
염예성,female,19767,design,header
윤루아,female,23005,marketing,assistant
윤찬우,male,4059,design,assistant
팽태영,male,21531,design,manager
견보미,female,29525,marketing,intern
모지우,female,25817,advertising,header
감은성,male,29753,marketing,manager
기대현,male,22129,finance,intern
하온유,female,13245,advertising,assistant
추제이,male,14501,marketing,assistant
신다윤,male,3891,advertising,manager
설재하,male,9110,advertising,header
위가인,female,6311,marketing,assistant
현태호,female,3313,advertising,assistant
상하리,male,16666,design,assistant
반지효,female,14666,marketing,manager
노시율,male,14669,finance,manager
태아라,male,4308,marketing,manager
국도율,female,3681,marketing,intern
가시온,male,27501,marketing,manager
우정민,male,3350,marketing,assistant
소민경,male,27581,advertising,assistant
공시준,female,8929,marketing,header
천윤호,female,25067,advertising,manager
위우진,male,8278,marketing,manager
육주원,male,14314,finance,assistant
사주원,female,18378,advertising,header
용민서,male,14490,marketing,assistant
피현석,male,5153,marketing,header
장이안,female,24173,marketing,assistant
온은빈,male,11700,advertising,assistant
복윤서,male,9805,design,assistant
차예준,male,16254,IT,manager
편지민,male,20927,marketing,assistant
구예성,male,18385,advertising,assistant
박윤주,female,19718,marketing,intern
국민영,male,16551,IT,manager
표수혁,female,17160,advertising,assistant
송상현,male,5005,design,assistant
좌찬우,male,8460,IT,manager
소동건,male,3806,marketing,assistant
시시우,male,13106,advertising,assistant
유성진,male,15468,design,assistant
전리원,female,3906,advertising,assistant
채우빈,female,28438,design,manager
태민지,female,12304,advertising,manager
성아영,female,17458,design,manager
문아준,male,27494,marketing,header
방재호,male,26835,marketing,assistant
옥수민,male,29058,finance,manager
육주하,male,23256,marketing,assistant
최이현,male,4572,marketing,assistant
봉연지,female,29816,advertising,assistant
노제이,female,17159,advertising,assistant
설정우,female,5676,advertising,manager
부민정,male,24669,marketing,manager
제혜린,female,25721,marketing,assistant
주우준,female,6121,finance,assistant
안이준,male,6636,advertising,manager
설재희,female,22138,design,header
홍현빈,male,18463,finance,header
송민채,female,19206,marketing,assistant
제지유,male,29073,advertising,manager
손은율,male,24633,marketing,header
지재영,male,27984,marketing,assistant
반민혁,female,23284,advertising,assistant
소은지,male,11408,marketing,assistant
음이현,female,27782,marketing,intern
신별,male,25766,marketing,header
정수현,male,9571,advertising,assistant
방민솔,male,18281,marketing,header
신시연,female,20564,marketing,manager
옥지오,female,17681,marketing,intern
원다경,male,7203,marketing,header
모가람,male,7884,advertising,header
승예지,male,24737,design,intern
염도원,female,29377,advertising,header
봉아라,female,14959,marketing,manager
손다혜,male,17048,design,manager
신진서,female,27127,marketing,header
시지환,male,27253,marketing,manager
사하빈,female,21418,marketing,manager
은하람,male,20181,finance,assistant
김아준,male,6575,IT,assistant
임유경,male,13397,design,manager
은윤슬,female,7910,marketing,manager
인예성,female,5707,marketing,assistant
기우찬,female,13573,IT,intern
주준수,male,22220,marketing,intern
신우빈,male,22000,marketing,header
승현수,female,12168,marketing,manager
최예원,male,15370,design,assistant
안연우,male,20330,marketing,assistant
지재호,female,23652,advertising,manager
부정후,female,21307,marketing,assistant
유서현,male,7482,marketing,assistant
고승찬,male,6091,IT,assistant
맹하윤,female,23146,advertising,assistant
석시원,female,6616,IT,assistant
형유리,female,22996,marketing,assistant
길채민,male,24409,advertising,header
가주희,male,28583,finance,assistant
맹서우,female,23762,marketing,assistant
문윤찬,male,7222,marketing,manager
류수연,female,27944,advertising,intern
도태환,male,8419,marketing,assistant
조시윤,female,29305,finance,manager
음태우,female,10328,finance,assistant
복태연,female,17842,marketing,assistant
차영민,male,6008,advertising,assistant
기윤주,female,9141,IT,header
감인우,female,5664,marketing,assistant
천도연,female,22559,design,assistant
빈우빈,male,10083,marketing,assistant
갈은우,female,7826,marketing,manager
갈혜진,male,3466,marketing,assistant
추수혁,female,18407,marketing,assistant
임태우,male,23527,finance,assistant
전동혁,female,15208,marketing,intern
채동윤,male,27200,advertising,assistant
방서율,male,9346,marketing,manager
홍예린,female,15494,advertising,manager
한지환,male,19670,advertising,assistant
채효준,male,12386,design,manager
조예린,male,21895,finance,assistant
김연아,female,18063,advertising,manager
김수인,female,15174,marketing,intern
어우찬,female,9228,marketing,assistant
변가람,male,22014,design,manager
유유진,female,12629,marketing,assistant
신은성,male,26461,marketing,assistant
천효은,male,20145,marketing,assistant
오준희,male,26453,design,assistant
황은우,female,5901,marketing,intern
형하랑,male,14261,marketing,header
장혜성,male,12044,advertising,manager
정소윤,male,13893,marketing,manager
방슬아,male,27843,advertising,assistant
조서율,male,19180,marketing,header
모희찬,female,15849,marketing,manager
서윤건,female,12345,design,manager
도하랑,male,14300,finance,manager
빈승민,male,22332,advertising,assistant
정찬희,female,18238,advertising,assistant
임가온,male,13364,finance,assistant
도연아,male,18069,advertising,manager
추하민,male,4268,finance,assistant
좌정훈,male,4399,marketing,assistant
석주하,male,18636,design,intern
엄윤,male,21127,IT,assistant
간윤진,male,26190,design,assistant
지선호,female,4315,finance,assistant
공은재,male,11559,finance,assistant
육유진,female,17403,marketing,manager
노도은,male,20821,marketing,assistant
공민영,male,6493,marketing,intern
길세아,male,14518,marketing,header
여승민,female,13298,marketing,intern
봉윤,male,19521,marketing,assistant
예유경,female,16161,marketing,intern
문현진,male,12336,advertising,assistant
허시후,male,20388,advertising,assistant
온상윤,female,23582,marketing,header
감다경,female,8476,marketing,assistant
육한나,female,18995,marketing,manager
감라엘,male,13152,finance,assistant
심소원,male,26717,design,manager
제다현,male,15029,marketing,header
편다온,male,5661,marketing,header
복현진,female,9626,marketing,manager
최세준,male,19514,advertising,intern
가하율,female,10728,advertising,assistant
홍은별,male,3771,advertising,assistant
빈소영,male,12614,design,assistant
권승재,female,28144,advertising,manager
옥산,male,19234,finance,intern
지민우,male,18981,IT,assistant
민하나,male,13096,finance,assistant
황태윤,male,19123,IT,assistant
윤루아,male,17842,advertising,assistant
나도율,female,25118,marketing,assistant
양하민,male,12606,design,manager
위지유,female,27731,marketing,assistant
서성훈,female,24481,advertising,assistant
빈찬우,male,20916,design,assistant
온소미,male,18625,marketing,manager
감태양,male,29753,finance,header
유예담,female,20906,marketing,manager
이봄,female,7618,marketing,assistant
주태오,female,13669,marketing,header
당시연,male,26772,marketing,assistant
곽현서,male,7727,design,intern
명정윤,male,26011,marketing,assistant
한수진,male,7193,design,assistant
공태린,male,10316,advertising,assistant
상우영,female,18057,advertising,manager
곽정민,male,3574,IT,assistant
류별,female,24052,marketing,manager
민나경,male,7265,marketing,manager
양하빈,male,22541,design,assistant
편유진,male,11180,finance,header
두나경,male,13438,design,assistant
원동건,male,21721,marketing,manager
문지성,male,26550,advertising,assistant
황서윤,female,28398,finance,manager
갈설아,male,4850,marketing,manager
제대현,female,10987,advertising,assistant
성슬아,female,6963,marketing,header
모준혁,male,7776,advertising,manager
방단우,male,17432,IT,assistant
예승연,female,26104,finance,assistant
용재이,male,10381,advertising,assistant
길유경,male,8620,marketing,assistant
감민영,male,8029,IT,manager
단연준,female,28807,advertising,assistant
기윤후,male,24403,IT,assistant
하서우,male,13368,advertising,manager
육민영,male,17674,marketing,manager
피준성,female,25285,marketing,manager
최승윤,male,9768,marketing,assistant
류서아,male,25731,advertising,manager
태가온,female,29436,design,manager
빈태인,female,17749,marketing,header
장민수,female,12636,advertising,intern
단범준,male,4618,marketing,assistant
곽리원,male,15821,marketing,assistant
팽지온,female,17930,marketing,header
오현성,male,4511,marketing,manager
송여준,male,20459,finance,manager
금온유,male,14547,advertising,assistant
장민서,female,19396,finance,header
반다인,male,15331,marketing,manager
장지우,female,27781,marketing,assistant
간유라,male,27492,marketing,assistant
남성훈,female,17191,marketing,assistant
동희찬,male,13100,advertising,manager
임은율,male,12368,IT,intern
민소미,male,18418,marketing,assistant
홍유진,female,20118,marketing,manager
하아연,female,26843,finance,assistant
가로아,female,24331,marketing,manager
윤주희,female,21461,marketing,assistant
음유빈,female,25381,marketing,manager
주하은,male,3157,marketing,manager
동재희,female,4373,finance,header
손하린,female,7999,advertising,manager
진고은,female,20904,marketing,assistant
염희원,male,7961,finance,assistant
탁소은,male,14161,marketing,assistant
빈정은,male,27758,finance,manager
국서정,female,12628,marketing,manager
당지훈,male,24266,marketing,assistant
배민재,male,15919,marketing,manager
노설,male,9232,marketing,intern
장도경,male,12394,design,manager
한민성,male,11019,advertising,assistant
유연준,male,23765,marketing,header
모건후,female,10651,finance,assistant
김세린,male,20384,marketing,intern
당아현,male,29772,marketing,assistant
곽은율,male,7729,finance,assistant
공지한,female,9637,advertising,assistant
문영민,female,29580,finance,manager
변지온,male,20106,design,intern
왕재율,female,13984,marketing,header
부리원,female,4162,design,header
한태호,male,12768,marketing,assistant
조태연,male,16705,finance,assistant
차도윤,male,3979,advertising,header
엄가은,male,5508,marketing,header
엄다희,male,8810,marketing,assistant
빈리아,male,19390,marketing,assistant
석승현,male,23390,advertising,header
상채린,male,20349,marketing,intern
금시호,female,29158,IT,assistant
차도하,male,6515,finance,manager
심우찬,male,19046,advertising,manager
피현민,male,4428,marketing,intern
추유리,female,4555,marketing,assistant
설지후,male,5571,finance,assistant
복수정,male,14655,marketing,header
추세연,male,14868,design,assistant
유윤주,male,4557,marketing,assistant
고준현,male,17947,marketing,intern
고민채,male,29773,marketing,manager
가하온,male,8260,IT,manager
인다경,male,14524,IT,intern
사은지,female,10865,finance,assistant
국채윤,female,28189,marketing,assistant
신율,female,16553,design,assistant
위수인,female,18436,marketing,intern
고도아,female,22475,marketing,intern
라라온,male,29583,finance,assistant
방상윤,male,4559,marketing,manager
왕하람,female,27136,design,manager
원예인,female,15088,marketing,manager
모연수,female,9043,marketing,manager
연시원,male,9426,marketing,intern
강동준,male,6302,marketing,manager
간윤건,female,4092,IT,manager
제설,female,14325,marketing,header
라현석,male,29618,IT,assistant
소은지,female,8553,finance,assistant
배예솔,male,21288,marketing,assistant
상태훈,female,25885,advertising,header
두아윤,male,22195,finance,manager
장은수,male,3279,advertising,manager
경나연,female,18716,advertising,header
연희찬,male,3188,marketing,header
범혜원,female,11258,advertising,assistant
왕재하,male,21006,marketing,manager
권도은,male,20171,marketing,manager
민연우,female,12564,marketing,assistant
탁진우,male,17705,marketing,header
성시온,female,17891,marketing,manager
길연재,female,24286,marketing,assistant
소연주,female,29120,advertising,assistant
이세현,male,26643,marketing,assistant
태경민,male,17884,IT,assistant
배준우,male,7104,marketing,assistant
우예찬,female,6619,marketing,assistant
태현,male,10007,marketing,assistant
국재훈,male,17190,marketing,manager
현시현,female,8997,design,intern
원라희,male,5995,advertising,assistant
백하영,female,19108,marketing,assistant
곽진혁,female,18553,design,assistant
탁하온,female,10587,finance,manager
부지수,female,12003,design,assistant
길성우,male,10271,finance,manager
선하율,male,19694,marketing,intern
신하영,female,20376,advertising,header
신지우,female,14720,finance,assistant
감도영,male,17331,IT,assistant
